bio_id,speaker_name,chamber,state,gender,total_words,total_keywords,total_god_mentions,total_biblical_references
L000568,Mr. LEE of New York,House,NY,M,38351,0,1,0
H000627,Mr. HINCHEY,House,NY,M,334929,14,10,0
E000092,Mr. EHLERS,House,MI,M,406118,114,85,1
C000556,Mr. COBLE,House,NC,M,315975,17,12,0
S000749,Mr. SPRATT,House,SC,M,561467,18,16,1
S001143,Mr. SOUDER,House,IN,M,829503,199,106,3
V000126,Mr. VOINOVICH,Senate,OH,M,866431,105,78,16
F000456,Mr. FLEMING,House,LA,M,178840,29,21,0
L000571,Mrs. LUMMIS,House,WY,F,136480,23,18,1
D000603,Mr. DAVIS of Kentucky,House,KY,M,171354,23,14,3
A000363,Mr. ARCURI,House,NY,M,128462,2,2,0
L000553,Mr. LaTOURETTE,House,OH,M,342071,51,43,0
H000712,Mr. HOLDEN,House,PA,M,60059,7,4,0
L000274,Mr. LEWIS of California,House,CA,M,530368,33,26,0
E000172,Mrs. EMERSON,House,MO,F,171478,27,18,0
B001254,Mr. BOREN,House,OK,M,53552,1,2,0
H001030,Mr. HILL,House,IN,M,74670,4,8,0
P000596,Mr. PIERLUISI,House,PR,M,63508,14,6,0
T000466,Mr. TEAGUE,House,NM,M,25232,4,4,0
R000581,Ms. RICHARDSON,House,CA,F,266875,10,8,2
W000119,Mr. WAMP,House,TN,M,283634,168,101,10
F000043,Mr. FATTAH,House,PA,M,240820,46,35,0
M000309,Mrs. McCARTHY of New York,House,NY,F,370763,34,29,0
O000007,Mr. OBEY,House,WI,M,1342850,124,117,1
C001045,Mr. CRENSHAW,House,FL,M,166829,15,16,0
S001173,Mr. SPACE,House,OH,M,72910,11,1,0
I000026,Mr. INSLEE,House,WA,M,592476,41,17,2
R000578,Mr. REICHERT,House,WA,M,186272,27,15,0
M001151,Mr. TIM MURPHY of Pennsylvania,House,PA,M,297367,50,35,1
B001263,Mr. BOCCIERI,House,OH,M,67274,10,11,0
H001044,Mrs. HALVORSON,House,IL,F,28071,0,0,0
B000657,Mr. BOUCHER,House,VA,M,131069,3,0,0
G000021,Mr. GALLEGLY,House,CA,M,227197,6,43,0
R000462,Mr. ROTHMAN,House,NJ,M,208856,63,60,0
M000844,Mr. MOLLOHAN,House,WV,M,170658,6,8,0
C001077,Mr. COFFMAN of Colorado,House,CO,M,170842,5,5,0
K000180,Ms. KILPATRICK of Michigan,House,MI,F,292970,129,107,1
M001139,Mr. GARY G. MILLER of California,House,CA,M,190768,23,13,0
H000067,Mr. HALL of Texas,House,TX,M,393147,104,66,0
M001120,Mr. MURTHA,House,PA,M,214810,33,26,0
M001171,Mr. MAFFEI,House,NY,M,35713,5,4,0
O000085,Mr. OLVER,House,MA,M,258843,6,3,0
H000676,Mr. HOEKSTRA,House,MI,M,587434,68,51,0
B001259,Mr. BRALEY of Iowa,House,IA,M,139957,9,5,1
J000177,Mr. JOHNSON,Senate,SD,M,831180,27,14,1
N000180,Mr. NELSON of Nebraska,Senate,NE,M,293340,15,13,0
B001266,Mr. BURRIS,Senate,IL,M,118925,9,6,0
M000485,Mr. McINTYRE,House,NC,M,142949,309,256,5
C001065,Mr. CARNEY,House,PA,M,26036,2,3,0
M001161,Mr. MELANCON,House,LA,M,39598,2,1,0
B000716,Mr. BOYD,House,FL,M,119464,5,5,0
E000194,Mr. ENSIGN,Senate,NV,M,574507,98,69,2
P000373,Mr. PITTS,House,PA,M,442695,166,108,1
J000290,Ms. JENKINS,House,KS,F,59443,6,5,0
J000291,Mr. JOHANNS,Senate,NE,M,255681,43,41,0
B001265,Mr. BEGICH,Senate,AK,M,256530,7,7,0
L000550,Ms. LANDRIEU,Senate,LA,F,1829071,179,151,2
F000453,Ms. FALLIN,House,OK,F,41432,8,8,0
B001227,Mr. BRADY of Pennsylvania,House,PA,M,197857,45,30,1
B001228,Mrs. BONO MACK,House,CA,F,92611,14,14,0
S001158,Mr. SALAZAR,House,CO,M,72452,3,2,0
L000517,Mr. DANIEL E. LUNGREN of California,House,CA,M,408889,124,100,0
I000023,Mr. INGLIS,House,SC,M,81744,27,17,2
J000285,Mr. JOHNSON of Illinois,House,IL,M,70264,9,6,0
P000149,Mr. PAYNE,House,NJ,M,439595,89,47,1
F000445,Mr. FORBES,House,VA,M,167243,151,109,2
B000420,Mr. BERRY,House,AR,M,184834,36,21,1
B001244,Mr. BONNER,House,AL,M,325111,113,83,4
A000365,Mr. AUSTRIA,House,OH,M,44877,5,5,0
C001079,Mr. CAO,House,LA,M,39585,4,1,0
F000010,Mr. FALEOMAVAEGA,House,AS,M,771922,150,77,5
S001153,Ms. SOLIS of California,House,CA,F,285301,25,14,0
W000413,Mr. WHITFIELD,House,KY,M,261000,32,17,0
D000604,Mr. DENT,House,PA,M,206139,20,6,0
L000554,Mr. LoBIONDO,House,NJ,M,136866,11,6,0
B000461,Mr. BILBRAY,House,CA,M,282306,32,25,0
B001264,Mr. BRIGHT,House,AL,M,12410,0,0,0
H000329,Mr. HASTINGS of Washington,House,WA,M,586555,2,1,0
M001154,Mr. MILLER of North Carolina,House,NC,M,74344,10,6,1
L000567,Mr. LANCE,House,NJ,M,107943,22,19,0
D000599,Mr. DAVIS of Tennessee,House,TN,M,88346,40,25,0
H001045,Mr. HARPER,House,MS,M,73433,40,27,1
M001146,Mr. MARSHALL,House,GA,M,35131,1,11,0
H001043,Mr. HODES,House,NH,M,75376,0,0,0
B000208,Mr. BARTLETT,House,MD,M,779569,523,338,5
M001175,Mr. MINNICK,House,ID,M,7871,1,1,0
H001041,Mr. HELLER,House,NV,M,258692,9,8,0
T000074,Mr. TAYLOR,House,MS,M,259290,30,30,1
S000672,Mr. SNYDER,House,AR,M,94077,6,6,0
I000057,Mr. ISRAEL,House,NY,M,270209,61,47,1
P000099,Mr. PASTOR of Arizona,House,AZ,M,152357,17,12,0
W000207,Mr. WATT,House,NC,M,362198,28,23,0
T000462,Mr. TIBERI,House,OH,M,106093,10,11,0
D000602,Mr. DAVIS of Alabama,House,AL,M,69971,18,18,0
R000568,Mr. RODRIGUEZ,House,TX,M,310334,20,25,0
E000289,Mr. ELLSWORTH,House,IN,M,32444,1,1,0
M001149,Mr. MICHAUD,House,ME,M,189098,5,5,0
M001178,Mr. MURPHY of New York,House,NY,M,10634,0,0,0
T000266,Mr. TIERNEY,House,MA,M,265183,11,11,0
G000557,Mr. GRIFFITH,House,AL,M,10937,0,0,0
F000457,Mr. FRANKEN,Senate,MN,M,435324,20,21,0
K000374,Mr. KIRK,Senate,MA,M,20798,0,0,0
L000572,Mr. LeMIEUX,Senate,FL,M,136693,7,8,0
O000169,Mr. OWENS,House,NY,M,26838,2,3,0
B001268,Mr. BROWN of Massachusetts,Senate,MA,M,94372,8,5,0
C001081,Mr. CRITZ,House,PA,M,35281,0,1,0
D000611,Mr. DJOU,House,HI,M,7619,2,2,0
G000561,Mr. GOODWIN,Senate,WV,M,2226,0,0,0
S001188,Mr. STUTZMAN,House,IN,M,58262,8,5,0
V000134,Ms. VAN DUYNE,House,TX,F,42638,6,9,0
O000019,Mr. OBERNOLTE,House,CA,M,22505,0,0,0
G000595,Mr. GOOD of Virginia,House,VA,M,77783,69,46,0
B000825,Mrs. BOEBERT,House,CO,F,61733,60,43,2
K000397,Mrs. KIM of California,House,CA,F,30236,11,5,1
G000596,Mrs. GREENE of Georgia,House,GA,F,71729,36,32,1
H001084,Ms. HERRELL,House,NM,F,20907,7,7,0
C001039,Mrs. CAMMACK,House,FL,F,55323,5,4,0
C001104,Mr. CAWTHORN,House,NC,M,15275,12,9,0
K000377,Mr. KELLY,Senate,AZ,M,16857,1,1,0
B001223,Mr. BOWMAN,House,NY,M,24422,1,1,0
M001136,Mrs. McCLAIN,House,MI,F,31732,11,2,0
F000246,Mr. FALLON,House,TX,M,43655,58,45,0
M000194,Ms. MACE,House,SC,F,21945,8,8,0
A000148,Mr. AUCHINCLOSS,House,MA,M,16406,0,0,0
B001312,Ms. BOURDEAUX,House,GA,F,9743,0,0,0
B001224,Ms. BUSH,House,MO,F,21857,3,0,0
J000304,Mr. JACKSON,House,TX,M,16074,2,3,0
J000305,Ms. JACOBS of California,House,CA,F,20434,0,0,0
J000306,Mr. JONES,House,NY,M,14430,0,0,1
C001116,Mr. CLYDE,House,GA,M,51614,47,43,2
M001213,Mr. MOORE of Utah,House,UT,M,18297,2,0,0
N000192,Ms. NEWMAN,House,IL,F,8965,5,0,0
S000929,Mrs. SPARTZ,House,IN,F,15233,1,1,0
R000305,Ms. ROSS,House,NC,F,35974,3,0,0
T000486,Mr. TORRES of New York,House,NY,M,30051,5,6,0
H001086,Mrs. HARSHBARGER,House,TN,F,40330,50,36,0
M001212,Mr. MOORE of Alabama,House,AL,M,18289,10,6,1
K000396,Mr. KAHELE,House,HI,M,13777,0,1,0
M001135,Ms. MANNING,House,NC,F,26855,0,0,0
M001214,Mr. MRVAN,House,IN,M,34797,12,3,0
W000788,Ms. WILLIAMS of Georgia,House,GA,F,18169,1,1,0
M001186,Mr. MEIJER,House,MI,M,11454,0,0,0
V000129,Mr. VALADAO,House,CA,M,113962,18,7,0
F000446,Mr. FEENSTRA,House,IA,M,8251,5,5,0
H001091,Mrs. HINSON,House,IA,F,13036,1,1,0
D000032,Mr. DONALDS,House,FL,M,19083,1,2,0
P000048,Mr. PFLUGER,House,TX,M,41021,8,6,0
C001054,Mr. CARL,House,AL,M,14805,19,19,0
L000266,Mr. LaTURNER,House,KS,M,12390,3,3,0
M000871,Mr. MANN,House,KS,M,56556,33,20,2
G000594,Mr. TONY GONZALES of Texas,House,TX,M,8665,2,2,0
F000472,Mr. C. SCOTT FRANKLIN of Florida,House,FL,M,13821,1,2,0
H000601,Mr. HAGERTY,Senate,TN,M,35912,3,2,1
L000273,Ms. LEGER FERNANDEZ,House,NM,F,85614,5,4,0
S001159,Ms. STRICKLAND,House,WA,F,17587,0,0,0
S001135,Mrs. STEEL,House,CA,F,14361,0,0,0
R000606R,Mr. Manager RASKIN,Senate,unknown,,4544,0,0,0
P000510,Ms. Manager PLASKETT,Senate,VT,M,4729,0,0,0
M001215,Mrs. MILLER-MEEKS,House,IA,F,75667,2,2,0
B000740,Mrs. BICE of Oklahoma,House,OK,F,23689,6,4,0
F000470,Mrs. FISCHBACH,House,MN,F,51042,0,1,0
T000478,Ms. TENNEY,House,NY,F,109685,17,19,0
G000593,Mr. GIMENEZ,House,FL,M,19920,2,2,0
O000086,Mr. OWENS,House,UT,M,31622,13,13,0
R000103,Mr. ROSENDALE,House,MT,M,33603,5,6,0
M000317,Ms. MALLIOTAKIS,House,NY,F,30991,1,1,0
T000278,Mr. TUBERVILLE,Senate,AL,M,138713,12,14,0
O000174,Mr. OSSOFF,Senate,GA,M,16168,0,0,0
R000579,Mr. RYAN,House,NY,M,9885,0,0,0
G000597,Mr. GARBARINO,House,NY,M,10986,17,6,0
F000471,Mr. FITZGERALD,House,WI,M,20576,0,0,0
M001211,Mrs. MILLER of Illinois,House,IL,F,21463,46,39,1
P000145,Mr. PADILLA,Senate,CA,M,136541,13,9,0
W000790,Mr. WARNOCK,Senate,GA,M,37049,22,14,1
N000026,Mr. NEHLS,House,TX,M,18168,4,4,0
S000168,Ms. SALAZAR,House,FL,F,8246,5,4,0
L000595,Ms. LETLOW,House,LA,F,10186,2,1,0
C001125,Mr. CARTER of Louisiana,House,LA,M,77760,57,38,1
B000668,Mr. BENTZ,House,OR,M,37633,2,0,0
S001218,Ms. STANSBURY,House,NM,F,11724,0,0,0
E000071,Mr. ELLZEY,House,TX,M,30629,18,15,1
H000273,Mr. HICKENLOOPER,Senate,CO,M,6167,1,1,0
B001313,Ms. BROWN of Ohio,House,OH,F,14791,0,0,0
C001126,Mr. CAREY,House,OH,M,3059,0,0,0
C001127,Mrs. CHERFILUS-McCORMICK,House,FL,F,20313,1,1,0
C001128,Ms. CONWAY,House,CA,F,5145,3,1,0
F000473,Mrs. FLORES,House,TX,F,2660,2,2,0
F000474,Mr. FLOOD,House,NE,M,10163,0,0,0
P000619,Mrs. PELTOLA,House,AK,F,7210,0,1,0
Y000067,Mr. YAKYM,House,IN,M,8920,21,23,0
F000475,Mr. FINSTAD,House,MN,M,1118,0,0,0
S001219,Mr. SEMPOLINSKI,House,NY,M,788,0,0,0
A000215,Mr. ARCHER,House,TX,M,184573,4,5,0
V000087,Mr. VENTO,House,MN,M,531231,28,12,0
B000403,Mr. BEREUTER,House,NE,M,736288,18,10,0
D000549,Ms. DUNN,House,WA,F,172223,42,28,0
M000350,Mr. McCOLLUM,House,FL,M,465672,12,8,0
K000288,Mr. KNOLLENBERG,House,MI,M,286467,14,6,0
M000249,Mr. MATSUI,House,CA,M,203584,4,3,0
G000212,Mr. GILMAN,House,NY,M,993715,125,82,3
B000072,Mr. BAKER,House,LA,M,114188,8,5,0
C000994,Mr. CUNNINGHAM,House,CA,M,634573,87,75,1
S000462,Mr. SKAGGS,House,CO,M,233366,8,6,0
O000159,Mr. OWENS,House,NY,M,1594624,246,195,2
R000229,Mr. RICHARDSON,House,NM,M,197093,15,7,0
L000090,Mr. LANTOS,House,CA,M,1329152,229,120,6
C000670,Mr. CONDIT,House,CA,M,92681,1,1,0
D000136,Mr. DAVIS of Virginia,House,VA,M,645306,58,39,0
S001044,Mr. STUMP,House,AZ,M,130792,5,4,0
Q000016,Mr. QUINN,House,NY,M,101736,18,16,0
U000014,Mr. UNDERWOOD,House,GU,M,477914,82,21,1
H000413,Mr. HAYWORTH,House,AZ,M,512543,47,24,1
S000394,Mr. SHUSTER,House,PA,M,262727,6,4,0
P000452,Mr. POSHARD,House,IL,M,117376,113,79,6
F000434,Ms. FURSE,House,OR,F,122340,3,1,0
K000078,Mrs. KELLY,House,NY,F,179592,0,2,0
B000104,Mr. BALLENGER,House,NC,M,177971,9,6,0
C000962,Mrs. CUBIN,House,WY,F,99566,13,9,0
G000291,Mr. GOODLING,House,PA,M,388039,17,12,0
K000118,Mrs. KENNELLY,House,CT,F,123234,5,1,0
J000163,Mrs. JOHNSON of Connecticut,House,CT,F,326180,7,5,0
L000155,Mr. LAZIO of New York,House,NY,M,231529,2,3,2
B000400,Mr. BENTSEN,House,TX,M,478544,41,32,0
C000873,Mr. CRANE,House,IL,M,310056,45,44,0
R000465,Mrs. ROUKEMA,House,NJ,F,348955,47,37,1
K000259,Mr. KLECZKA,House,WI,M,216517,72,52,0
M000628,Mrs. MEEK of Florida,House,FL,F,295939,186,155,2
C000488,Mr. CLAY,House,MO,M,163262,17,14,0
R000252,Mr. RIGGS,House,CA,M,286404,45,21,1
N000051,Mr. NETHERCUTT,House,WA,M,159096,20,16,0
T000188,Mr. THOMAS,House,CA,M,493863,4,3,1
S000675,Mr. SOLOMON,House,NY,M,791514,55,44,0
F000053,Mr. FAZIO of California,House,CA,M,267358,15,15,0
G000132,Mr. GEPHARDT,House,MO,M,248361,42,38,0
G000225,Mr. GINGRICH,House,GA,M,247541,74,52,0
F000238,Mr. FOLEY,House,FL,M,312036,88,80,0
G000121,Mr. GEKAS,House,PA,M,289460,51,16,0
H000981,Mr. HUNTER,House,CA,M,593488,38,32,1
A000217,Mr. ARMEY,House,TX,M,366242,84,49,0
B000619,Mr. BONIOR,House,MI,M,509147,77,58,1
S000094,Mr. SAWYER,House,OH,M,73411,13,9,0
M000834,Mr. MOAKLEY,House,MA,M,282872,20,14,1
M000627,Mr. MEEHAN,House,MA,M,218935,22,20,0
H000666,Mr. HOBSON,House,OH,M,129654,11,6,0
G000336,Mr. GOSS,House,FL,M,535285,15,18,0
L000447,Mr. LOTT,Senate,MS,M,2025866,98,79,4
D000064,Mr. DASCHLE,Senate,SD,M,2132750,73,60,1
W000288,Mr. WELLSTONE,Senate,MN,M,2416394,268,236,0
W000154,Mr. WARNER,Senate,VA,M,1891513,102,64,12
T000254,Mr. THURMOND,Senate,SC,M,559999,72,66,0
K000270,Mr. KLINK,House,PA,M,153871,11,7,0
B000134,Mr. BARCIA,House,MI,M,203286,56,38,0
S000718,Mr. SPENCE,House,SC,M,166703,123,75,3
L000552,Mr. LaHOOD,House,IL,M,133834,35,31,0
F000257,Mr. FORBES,House,NY,M,178991,123,74,0
B000081,Mr. BALDACCI,House,ME,M,111537,3,3,0
C000846,Mr. COYNE,House,PA,M,141254,13,3,0
T000350,Mr. TRAFICANT,House,OH,M,456587,348,321,0
S000097,Mr. SAXTON,House,NJ,M,358509,10,12,0
M000941,Mrs. MORELLA,House,MD,F,502340,15,14,0
G000210,Mr. GILLMOR,House,OH,M,168417,16,9,0
H001022,Mr. HYDE,House,IL,M,491310,232,171,0
L000371,Mr. LIVINGSTON,House,LA,M,253649,19,14,1
F000262,Mr. FORD,House,TN,M,113049,56,37,0
M000206,Mr. MARTINEZ,House,CA,M,112143,8,5,0
B000220,Mr. BASS,House,NH,M,107801,4,5,0
B000463,Mr. BILIRAKIS,House,FL,M,314476,57,43,0
E000093,Mr. EHRLICH,House,MD,M,82801,10,11,0
H000323,Mr. HASTERT,House,IL,M,225150,52,52,0
S000125,Mr. SCHIFF,House,NM,M,65131,0,0,0
B000644,Mr. BORSKI,House,PA,M,119384,8,4,0
G000180,Mr. GILCHREST,House,MD,M,254076,23,12,1
D000217,Mr. DeLAY,House,TX,M,489021,131,102,3
C000107,Mr. CANADY of Florida,House,FL,M,163866,60,37,1
P000005,Mr. PACKARD,House,CA,M,171643,17,11,1
S000948,Mr. STOKES,House,OH,M,274070,28,22,0
T000058,Mr. TAUZIN,House,LA,M,377892,24,16,0
W000210,Mr. WATTS of Oklahoma,House,OK,M,132340,74,65,0
K000016,Mr. KASICH,House,OH,M,188946,33,26,0
N000102,Mr. NICKLES,Senate,OK,M,1235395,97,55,3
H000463,Mr. HELMS,Senate,NC,M,764675,149,75,0
R000460,Mr. ROTH,Senate,DE,M,594481,6,5,1
C000269,Mr. CHAFEE,Senate,RI,M,585364,13,5,0
D000407,Mr. DOMENICI,Senate,NM,M,2671157,87,55,0
F000268,Mr. FORD,Senate,KY,M,338107,15,9,0
G000367,Mr. GRAMS,Senate,MN,M,822957,29,18,1
A000356,Mr. ASHCROFT,Senate,MO,M,1017166,136,96,2
C000813,Mr. COVERDELL,Senate,GA,M,527214,25,20,0
J000072,Mr. JEFFORDS,Senate,VT,M,1274628,19,16,0
A000355,Mr. ABRAHAM,Senate,MI,M,906179,78,51,0
S000059,Mr. SANTORUM,Senate,PA,M,1278889,233,187,4
B000780,Mr. BREAUX,Senate,LA,M,538903,17,13,1
M001025,Ms. MOSELEY-BRAUN,Senate,IL,F,556821,64,47,0
M001054,Mr. MOYNIHAN,Senate,NY,M,1045064,164,98,2
T000457,Mr. THOMPSON,Senate,TN,M,563391,9,5,0
S000888,Mr. STEVENS,Senate,AK,M,1369637,90,81,0
C000858,Mr. CRAIG,Senate,ID,M,1852758,39,32,0
G000365,Mr. GRAMM,Senate,TX,M,1151544,142,113,1
H001015,Mr. HUTCHINSON,Senate,AR,M,533227,41,30,1
M001085,Mr. MURKOWSKI,Senate,AK,M,1715902,41,35,0
K000088,Mr. KEMPTHORNE,Senate,ID,M,261427,27,18,0
H000725,Mr. HOLLINGS,Senate,SC,M,1625753,85,42,1
F000439,Mr. FRIST,Senate,TN,M,2286910,132,104,2
D000294,Mr. DeWINE,Senate,OH,M,1352838,92,85,0
C000077,Mr. CAMPBELL,Senate,CO,M,601693,16,2,0
M000019,Mr. MACK,Senate,FL,M,321833,15,9,0
G000333,Mr. GORTON,Senate,WA,M,873672,29,13,0
G000352,Mr. GRAHAM,Senate,FL,M,1183673,27,24,5
B001126,Mr. BURNS,Senate,MT,M,714996,45,41,1
S000064,Mr. SARBANES,Senate,MD,M,1191142,39,37,0
G000236,Mr. GLENN,Senate,OH,M,689085,25,21,0
C000542,Mr. COATS,Senate,IN,M,951086,97,48,1
R000295,Mr. ROBB,Senate,VA,M,283769,21,12,0
F000437,Mr. FAIRCLOTH,Senate,NC,M,246995,15,3,0
D000018,Mr. D'AMATO,Senate,NY,M,634415,23,12,0
T000162,Mr. THOMAS,Senate,WY,M,1066341,16,13,0
A000109,Mr. ALLARD,Senate,CO,M,880166,91,55,0
B001057,Mr. BUMPERS,Senate,AR,M,547646,103,88,2
B000993,Mr. BRYAN,Senate,NV,M,423457,12,9,0
D000373,Mr. DIXON,House,CA,M,115041,20,18,0
S000005,Mr. SABO,House,MN,M,135830,0,0,0
T000024,Mr. TALENT,House,MO,M,331969,50,33,1
L000342,Mr. LIPINSKI,House,IL,M,218976,24,19,0
S000109,Mr. DAN SCHAEFER of Colorado,House,CO,M,60518,9,7,0
K000110,Mr. KENNEDY of Massachusetts,House,MA,M,198828,9,7,0
R000033,Mr. RAMSTAD,House,MN,M,190417,63,45,0
E000282,Mr. EWING,House,IL,M,107128,5,6,0
B000918,Mr. BROWN of California,House,CA,M,224685,10,8,0
Y000013,Mr. YATES,House,IL,M,58576,0,0,0
G000041,Mr. GANSKE,House,IA,M,437668,13,9,0
W000784,Mr. WYNN,House,MD,M,171656,26,20,1
M000797,Mrs. MINK of Hawaii,House,HI,F,373635,29,15,2
M000669,Mr. METCALF,House,WA,M,118015,14,6,1
G000272,Mr. GONZALEZ,House,TX,M,47358,12,6,0
F000328,Mrs. FOWLER,House,FL,F,94136,9,6,1
B000617,Mr. BONILLA,House,TX,M,121728,13,12,0
S000851,Mr. STENHOLM,House,TX,M,482958,23,16,1
T000316,Mr. TORRES,House,CA,M,104360,17,3,0
F000392,Mr. FROST,House,TX,M,355197,7,5,0
O000163,Mr. OXLEY,House,OH,M,335902,22,16,0
E000250,Mr. EVANS,House,IL,M,243560,15,13,1
R000386,Mr. ROGAN,House,CA,M,64482,6,2,0
M000843,Ms. MOLINARI,House,NY,F,27372,1,2,0
F000349,Mr. FRANKS of New Jersey,House,NJ,M,72139,5,6,0
W000268,Mr. WELDON of Pennsylvania,House,PA,M,780167,32,16,0
M000477,Mr. McINNIS,House,CO,M,1677494,115,81,0
L000043,Mr. LAMPSON,House,TX,M,187759,24,22,0
T000424,Mr. TURNER,House,TX,M,204582,17,16,2
S000597,Mr. SMITH of Michigan,House,MI,M,669757,55,44,0
R000417,Mr. ROMERO-BARCELO,House,PR,M,65566,6,5,0
W000654,Mr. WISE,House,WV,M,180463,11,6,0
M000466,Mr. McHALE,House,PA,M,30085,4,1,0
S000044,Mr. SANDLIN,House,TX,M,208710,19,14,0
N000054,Mr. NEUMANN,House,WI,M,360015,10,4,0
H001028,Mr. HAGEL,Senate,NE,M,391647,14,13,0
F000235,Mr. FOGLIETTA,House,PA,M,46489,15,1,1
B000169,Mr. BARR of Georgia,House,GA,M,219904,104,75,0
F000049,Mr. FAWELL,House,IL,M,103247,1,1,0
H000114,Mr. HAMILTON,House,IN,M,514919,23,9,1
S000662,Mr. SNOWBARGER,House,KS,M,25775,1,1,0
N000143,Mrs. NORTHUP,House,KY,F,80426,8,8,0
L000169,Mr. LEACH,House,IA,M,329881,49,29,1
S000607,Mr. SMITH of Oregon,House,OR,M,51621,2,1,0
B000556,Mr. BLILEY,House,VA,M,255665,11,15,0
S001142,Mr. GORDON SMITH,Senate,OR,M,819438,95,59,11
K000146,Mr. KERREY,Senate,NE,M,741561,38,29,0
R000258,Mr. RILEY,House,AL,M,60236,13,7,0
W000267,Mr. WELDON of Florida,House,FL,M,435551,54,36,8
D000312,Mr. DICKEY,House,AR,M,50835,23,15,0
H000814,Mr. HOUGHTON,House,NY,M,123141,11,8,0
H000621,Mr. HILLIARD,House,AL,M,71709,22,19,0
H001014,Mr. HUTCHINSON,House,AR,M,120490,3,1,0
P000049,Mr. PAPPAS,House,NJ,M,72920,15,9,0
C000191,Mrs. CARSON,House,IN,F,142491,52,37,2
M000090,Mr. MALONEY of Connecticut,House,CT,M,48329,4,4,0
F000332,Mr. FOX of Pennsylvania,House,PA,M,222732,56,55,1
R000385,Mr. ROEMER,House,IN,M,301809,18,12,0
W000273,Mr. WELLER,House,IL,M,476349,22,16,0
D000222,Mr. DELLUMS,House,CA,M,154847,7,5,0
M000316,Ms. McCARTHY of Missouri,House,MO,F,191722,27,9,2
W000315,Mr. WEYGAND,House,RI,M,71890,2,2,0
P000555,Ms. PRYCE of Ohio,House,OH,F,278346,8,10,1
I000047,Mr. ISTOOK,House,OK,M,273674,221,161,2
H000948,Mr. HULSHOF,House,MO,M,139376,20,21,1
C000722,Mr. COOK,House,UT,M,27022,5,1,0
B000586,Mr. BOEHLERT,House,NY,M,315488,19,17,0
S000112,Mr. BOB SCHAFFER of Colorado,House,CO,M,613947,253,154,5
C000345,Mrs. CHENOWETH,House,ID,F,161954,115,83,2
G000152,Mr. GIBBONS,House,NV,M,270318,28,28,0
P000323,Mr. PICKERING,House,MS,M,119188,92,66,1
S000051,Mr. SANFORD,House,SC,M,163383,32,26,2
H000615,Mr. HILLEARY,House,TN,M,55242,12,10,0
P000444,Mr. PORTER,House,IL,M,245112,12,11,0
L000556,Mr. LaFALCE,House,NY,M,314005,31,16,0
M000714,Ms. MILLENDER-McDONALD,House,CA,F,314516,35,29,0
M000590,Mr. McNULTY,House,NY,M,73716,31,31,2
M000481,Mr. McINTOSH,House,IN,M,197147,92,78,3
B000518,Mr. BLAGOJEVICH,House,IL,M,41267,8,4,0
H000762,Ms. HOOLEY of Oregon,House,OR,F,160959,5,3,1
G000536,Mr. GUTKNECHT,House,MN,M,493456,79,64,2
C000100,Mr. CAMPBELL,House,CA,M,123874,39,28,1
G000439,Mr. GREENWOOD,House,PA,M,133192,14,16,0
A000357,Mr. ALLEN,House,ME,M,285607,6,5,0
L000293,Mr. LEWIS of Kentucky,House,KY,M,126923,25,6,0
H000807,Mr. HOSTETTLER,House,IN,M,88529,37,25,0
S001144,Mr. SHAYS,House,CT,M,606163,109,85,0
