bio_id,speaker_name,chamber,state,gender,total_words,total_keywords,total_god_mentions,total_biblical_references
C000052,Mr. CALLAHAN,House,AL,M,205684,18,11,0
H000074,Mr. HALL of Ohio,House,OH,M,273010,51,30,0
C000830,Mr. COX of California,House,CA,M,331008,74,74,0
N000159,Mr. NORWOOD,House,GA,M,215528,14,11,0
C001034,Mr. CLELAND,Senate,GA,M,358956,102,81,2
S000606,Mr. SMITH of New Hampshire,Senate,NH,M,1060298,195,158,1
C000503,Mr. CLEMENT,House,TN,M,128450,65,46,0
M000720,Mr. MILLER of Florida,House,FL,M,155772,3,3,0
S000106,Mr. SCARBOROUGH,House,FL,M,248526,119,94,0
D000275,Mr. DEUTSCH,House,FL,M,176253,13,10,0
T000253,Mrs. THURMAN,House,FL,F,149464,16,15,0
T000317,Mr. TORRICELLI,Senate,NJ,M,521896,18,15,0
N000172,Mr. NUSSLE,House,IA,M,274721,12,15,0
S000453,Mr. SISISKY,House,VA,M,36276,6,5,0
S000303,Mr. SHAW,House,FL,M,324736,27,22,0
M000117,Mr. MANTON,House,NY,M,74457,7,5,2
N000081,Mr. NEY,House,OH,M,252050,31,24,0
W000391,Mr. WHITE,House,WA,M,38981,1,1,0
C000494,Mrs. CLAYTON,House,NC,F,387024,66,60,3
P000326,Mr. PICKETT,House,VA,M,32048,13,11,0
P000148,Mr. PAXON,House,NY,M,33828,1,1,1
B000179,Mr. BARRETT of Nebraska,House,NE,M,71485,81,35,8
H000605,Mr. HILL,House,MT,M,88048,2,2,0
H000789,Mr. HORN,House,CA,M,312709,21,10,0
W000099,Mr. WALSH,House,NY,M,312985,38,31,0
C000735,Mr. COOKSEY,House,LA,M,15525,6,4,0
S001078,Mr. SUNUNU,House,NH,M,201903,7,5,1
G000120,Mr. GEJDENSON,House,CT,M,242108,36,25,0
P000263,Mr. PETERSON of Pennsylvania,House,PA,M,301495,19,17,0
R000566,Mr. RYUN,House,KS,M,69417,24,16,0
C000116,Mr. CANNON,House,UT,M,147095,17,6,1
T000067,Mr. TAYLOR of North Carolina,House,NC,M,119602,63,32,5
R000281,Ms. RIVERS,House,MI,F,52365,3,3,0
B000177,Mr. BARRETT of Wisconsin,House,WI,M,130497,30,13,0
D000429,Mr. DOOLITTLE,House,CA,M,203808,36,23,0
P000171,Mr. PEASE,House,IN,M,16330,4,3,0
S001004,Mr. STRICKLAND,House,OH,M,223632,17,13,4
D000424,Mr. DOOLEY,House,CA,M,92396,0,0,0
M000795,Mr. MINGE,House,MN,M,108770,0,0,0
D000114,Mr. DAVIS of Florida,House,FL,M,133153,5,6,0
P000066,Mr. PARKER,House,MS,M,30895,9,4,0
M000523,Ms. MCKINNEY,House,GA,F,193193,21,21,0
K000306,Mr. KOLBE,House,AZ,M,417960,18,25,0
J000070,Mr. JEFFERSON,House,LA,M,87544,22,20,0
E000187,Mr. ENGLISH of Pennsylvania,House,PA,M,230869,35,19,0
H000448,Mr. HEFNER,House,NC,M,65330,28,22,0
C000653,Mr. COMBEST,House,TX,M,96150,5,2,0
B000996,Mr. BRYANT,House,TN,M,92890,4,2,0
B000229,Mr. BATEMAN,House,VA,M,53791,11,19,0
L000521,Mr. LUTHER,House,MN,M,45119,1,1,0
H000444,Mr. HEFLEY,House,CO,M,203588,11,11,1
S000018,Mr. SALMON,House,AZ,M,105854,17,14,0
L000096,Mr. LARGENT,House,OK,M,66570,196,97,12
B000028,Mr. BAESLER,House,KY,M,25336,1,1,0
H000172,Mr. HANSEN,House,UT,M,274113,54,29,1
E000268,Mr. EVERETT,House,AL,M,116886,28,18,0
S000587,Mrs. LINDA SMITH of Washington,House,WA,F,82016,3,3,0
K000181,Mr. KIM,House,CA,M,90654,8,8,0
C000640,Mr. COLLINS,House,GA,M,148610,156,111,11
M000212,Mr. MASCARA,House,PA,M,33686,3,4,0
F000184,Mr. FLAKE,House,NY,M,34455,18,8,0
C000868,Mr. CRAMER,House,AL,M,111431,13,12,0
S000463,Mr. SKEEN,House,NM,M,73410,9,8,0
M000388,Mr. McCRERY,House,LA,M,143916,1,1,0
W000194,Mr. WATKINS,House,OK,M,35165,18,8,1
J000082,Mr. JENKINS,House,TN,M,16958,4,3,0
P000419,Mr. POMBO,House,CA,M,168627,8,8,0
J000149,Mr. JOHNSON of Wisconsin,House,WI,M,15300,2,1,0
G000280,Mr. GOODE,House,VA,M,47839,12,11,0
M000399,Mr. McDADE,House,PA,M,31602,7,2,0
R000567,Mr. REDMOND,House,NM,M,19463,11,5,0
J000110,Mr. JOHN,House,LA,M,46012,4,4,0
R000459,Mr. ROTH,House,WI,M,112439,10,11,0
K000274,Mr. KLUG,House,WI,M,52667,1,1,0
R000141,Mr. REGULA,House,OH,M,310007,13,8,3
D000046,Ms. DANNER,House,MO,F,23241,2,2,1
F000440,Mr. FOSSELLA,House,NY,M,135324,26,18,0
W000789,Ms. WILSON,House,NM,F,189453,11,15,0
P000589,Mr. PORTER,House,NV,M,238319,33,18,0
G000545,Mr. GREEN of Wisconsin,House,WI,M,109579,26,14,0
K000358,Mr. KENNEDY of Minnesota,House,MN,M,100979,28,21,0
T000458,Mr. TANCREDO,House,CO,M,809710,158,122,0
E000287,Mr. EMANUEL,House,IL,M,405446,28,27,1
F000443,Mr. FERGUSON,House,NJ,M,56399,7,7,0
J000284,Mrs. JONES of Ohio,House,OH,F,353440,97,70,4
C001042,Mr. CORZINE,Senate,NJ,M,592843,16,11,0
M001152,Mrs. MUSGRAVE,House,CO,F,110618,84,68,2
R000569,Mr. REYNOLDS,House,NY,M,187394,6,6,0
K000361,Mr. KELLER,House,FL,M,116036,10,8,0
D000605,Mrs. DRAKE,House,VA,F,77626,9,4,0
J000287,Mr. JINDAL,House,LA,M,40428,10,8,0
D000596,Mr. DAYTON,Senate,MN,M,380247,85,56,8
O000167,Mr. OBAMA,Senate,US,M,341017,7,3,0
A000121,Mr. ALLEN,Senate,VA,M,381831,85,85,0
H001033,Ms. HART,House,PA,F,111296,19,16,0
O000165,Mr. OSBORNE,House,NE,M,243230,34,26,0
C001057,Mr. COLEMAN,Senate,MN,M,386309,76,61,1
S001149,Mr. SWEENEY,House,NY,M,110856,4,3,0
C001052,Mr. CHOCOLA,House,IN,M,59116,3,4,0
H001035,Ms. HARRIS,House,FL,F,33287,5,5,0
C001040,Mr. CHAFEE,Senate,RI,M,104603,4,4,0
S001160,Mr. SODREL,House,IN,M,11339,8,0,0
D000601,Mrs. DOLE,Senate,NC,F,122155,82,53,2
F000451,Mr. FITZPATRICK,House,PA,M,166270,21,16,0
B001240,Mr. BEAUPREZ,House,CO,M,64302,27,21,0
F000447,Mr. FEENEY,House,FL,M,103451,28,21,0
B001246,Mr. BRADLEY of New Hampshire,House,NH,M,45564,2,2,0
K000364,Mr. KUHL of New York,House,NY,M,32581,1,1,0
F000452,Mr. FORTUNO,House,PR,M,16710,3,2,0
R000574,Mr. RENZI,House,AZ,M,71697,15,13,0
H001029,Mr. HAYES,House,NC,M,158226,61,56,0
S001152,Mr. SIMMONS,House,CT,M,125454,30,20,0
O000166,Mr. OTTER,House,ID,M,93607,30,24,0
P000588,Mr. PEARCE,House,NM,M,347925,53,43,2
D000597,Mrs. JO ANN DAVIS of Virginia,House,VA,F,90290,34,30,0
S001161,Mr. SCHWARZ of Michigan,House,MI,M,11189,1,1,0
S001146,Mr. SHERWOOD,House,PA,M,37464,7,6,0
S001166,Ms. SEKULA GIBBS,House,TX,F,6347,1,1,0
D000612,Mr. DENHAM,House,CA,M,181324,49,32,0
B001283,Mr. BRIDENSTINE,House,OK,M,29844,14,7,0
B001273,Mrs. BLACK,House,TN,F,99673,23,15,1
T000475,Mr. TROTT,House,MI,M,23810,4,3,1
P000611,Mr. POLIQUIN,House,ME,M,37118,12,11,0
M001189,Mr. MESSER,House,IN,M,109307,183,178,2
H001063,Ms. HAHN,House,CA,F,86033,61,36,3
G000570,Mr. GUINTA,House,NH,M,48721,3,1,0
H001060,Mr. HURT of Virginia,House,VA,M,39813,4,4,0
H001059,Mr. HULTGREN,House,IL,M,92135,113,45,3
H001069,Ms. HEITKAMP,Senate,ND,F,241218,17,20,0
N000127,Mr. NOLAN,House,MN,M,76002,3,3,0
B001271,Mr. BENISHEK,House,MI,M,62134,9,7,0
C001106,Mr. COSTELLO of Pennsylvania,House,PA,M,54794,4,4,0
D000613,Mr. DOLD,House,IL,M,128141,9,3,0
R000598,Mr. ROTHFUS,House,PA,M,135107,70,65,2
C001107,Mr. CURBELO of Florida,House,FL,M,61138,11,8,0
E000291,Mrs. ELLMERS,House,NC,F,55394,13,15,0
G000575,Ms. GRAHAM,House,FL,F,13250,1,3,0
L000580,Ms. MICHELLE LUJAN GRISHAM of New Mexico,House,NM,F,95203,2,2,0
B001293,Mr. BISHOP of Michigan,House,MI,M,32738,5,3,1
E000293,Ms. ESTY,House,CT,F,101582,2,4,0
J000297,Mr. JENKINS of West Virginia,House,WV,M,36364,14,14,0
C001083,Mr. CARNEY,House,DE,M,30010,2,2,0
L000584,Mrs. LOVE,House,UT,F,12880,3,2,0
Y000063,Mr. YODER,House,KS,M,69671,30,23,0
W000820,Mrs. MIMI WALTERS of California,House,CA,F,26469,3,2,0
P000606,Mr. PITTENGER,House,NC,M,46727,99,67,1
F000460,Mr. FARENTHOLD,House,TX,M,91597,11,7,0
H001051,Mr. HANNA,House,NY,M,25925,0,0,0
C001105,Mrs. COMSTOCK,House,VA,F,152276,44,23,0
R000604,Mr. RUSSELL,House,OK,M,81395,123,60,43
J000296,Mr. JOLLY,House,FL,M,72972,58,49,0
F000458,Mr. FINCHER,House,TN,M,38403,7,7,0
O000170,Mr. O'ROURKE,House,TX,M,80586,3,3,0
A000373,Mr. ASHFORD,House,NE,M,14110,1,1,0
B001269,Mr. BARLETTA,House,PA,M,139111,15,7,0
D000621,Mr. DeSANTIS,House,FL,M,53991,11,9,0
R000593,Mr. ROSS,House,FL,M,48964,11,11,0
G000564,Mr. GIBSON,House,NY,M,57074,40,26,1
H001055,Mr. HECK of Nevada,House,NV,M,41932,3,3,0
R000587,Mr. RIBBLE,House,WI,M,36114,18,8,1
A000368,Ms. AYOTTE,Senate,NH,F,253189,12,11,0
M001182,Mr. MULVANEY,House,SC,M,56641,0,0,0
M001191,Mr. MURPHY of Florida,House,FL,M,40800,3,3,0
G000566,Mr. GOWDY,House,SC,M,37601,10,6,0
R000592,Mr. ROKITA,House,IN,M,122342,35,22,2
M001193,Mr. MacARTHUR,House,NJ,M,25516,1,1,0
Y000066,Mr. YOUNG of Iowa,House,IA,M,300176,31,26,0
P000602,Mr. POMPEO,House,KS,M,42771,8,6,1
H001057,Mr. HUELSKAMP,House,KS,M,52569,16,15,0
T000473,Mr. TAKAI,House,HI,M,13840,0,0,0
N000184,Mrs. NOEM,House,SD,F,53942,31,27,2
B001290,Mr. BRAT,House,VA,M,18589,12,12,0
N000185,Mr. NUGENT,House,FL,M,100283,16,15,0
C001102,Mr. CLAWSON,House,FL,M,9358,2,2,0
K000387,Mr. KNIGHT,House,CA,M,23476,2,2,0
H001070,Mr. HARDY,House,NV,M,16796,0,0,0
M001181,Mr. MEEHAN,House,PA,M,80855,2,0,0
D000620,Mr. DELANEY,House,MD,M,30176,2,2,0
Z000018,Mr. ZINKE,House,MT,M,24642,8,7,0
R000589,Mr. RIGELL,House,VA,M,53070,51,36,1
L000573,Mr. LABRADOR,House,ID,M,18686,0,0,0
R000586,Mr. RENACCI,House,OH,M,29379,1,3,0
B001294,Mr. BLUM,House,IA,M,27119,0,0,0
D000625,Mr. DONOVAN,House,NY,M,42015,4,3,1
H001050,Ms. HANABUSA,House,HI,F,71449,2,0,0
F000442,Mr. FITZGERALD,Senate,IL,M,207836,23,20,0
E000286,Mr. EDWARDS,Senate,NC,M,301376,12,14,0
S001147,Mr. SHOWS,House,MS,M,67785,22,20,1
P000584,Mr. PHELPS,House,IL,M,51588,16,14,0
O000164,Mr. OSE,House,CA,M,103923,13,6,0
H001031,Mr. HOEFFEL,House,PA,M,132323,4,4,0
K000357,Mr. KUYKENDALL,House,CA,M,29684,3,2,0
L000558,Mr. LUCAS of Kentucky,House,KY,M,14722,4,4,0
F000441,Mr. FLETCHER,House,KY,M,68456,6,5,0
M001141,Mr. MILLER,Senate,GA,M,73855,28,14,0
B001276,Ms. BUERKLE,House,NY,F,33064,3,1,0
C001082,Mr. CANSECO,House,TX,M,15991,0,0,0
W000807,Mr. WEST,House,FL,M,52264,7,5,0
H001054,Ms. HAYWORTH,House,NY,F,17765,5,2,0
S001186,Mr. SOUTHERLAND,House,FL,M,12540,7,9,0
N000186,Mr. NUNNELEE,House,MS,M,26688,15,12,1
W000811,Mr. WALSH of Illinois,House,IL,M,4412,0,0,0
R000590,Mr. RIVERA,House,FL,M,11847,2,2,0
R000594,Mr. RUNYAN,House,NJ,M,21487,2,2,0
A000366,Mrs. ADAMS,House,FL,F,13486,0,0,0
Q000024,Mr. QUAYLE,House,AZ,M,17757,0,0,0
G000567,Mr. GRIFFIN of Arkansas,House,AR,M,59762,14,7,0
G000569,Mr. GRIMM,House,NY,M,36311,12,8,1
L000574,Mr. LANDRY,House,LA,M,16470,5,4,0
B001272,Mr. BERG,House,ND,M,12246,4,4,0
C001085,Mr. CLARKE of Michigan,House,MI,M,28872,4,6,0
S001182,Mr. SCHILLING,House,IL,M,16493,2,3,0
C001086,Mr. CRAVAACK,House,MN,M,15296,3,2,0
H001062,Ms. HOCHUL,House,NY,F,15436,0,0,0
T000471,Mr. TURNER of New York,House,NY,M,5077,0,0,0
B001279,Mr. BARBER,House,AZ,M,33726,4,2,0
C001089,Mr. CURSON of Michigan,House,MI,M,4215,1,1,0
B001280,Mr. BENTIVOLIO,House,MI,M,40892,21,45,0
E000292,Mr. ENYART,House,IL,M,27443,2,0,0
G000573,Mr. GARCIA,House,FL,M,26394,5,6,0
R000596,Mr. RADEL,House,FL,M,8031,2,3,0
S000937,Mr. STOCKMAN,House,TX,M,32142,16,7,0
G000572,Mr. GALLEGO,House,TX,M,31990,7,6,0
C001099,Mr. COWAN,Senate,MA,M,9469,0,0,0
W000818,Mr. WALSH,House,MT,M,19964,4,1,0
C001100,Mr. CHIESA,Senate,NJ,M,5012,0,0,0
M001192,Mr. McALLISTER,House,LA,M,4054,0,0,0
G000547,Mr. GRUCCI,House,NY,M,29240,10,10,0
C001043,Mrs. CARNAHAN,Senate,MO,F,99828,5,3,0
K000359,Mr. KERNS,House,IN,M,7438,10,10,0
S001151,Mr. SCHROCK,House,VA,M,29388,17,10,0
A000359,Mr. ACEVEDO-VILA,House,PR,M,36524,3,2,0
C001044,Mr. CARSON of Oklahoma,House,OK,M,17910,2,2,0
B001237,Mr. BARKLEY,Senate,MN,M,1920,0,0,0
E000174,Mr. EMERSON,House,MO,M,67482,173,76,27
F000111,Mr. FIELDS of Texas,House,TX,M,70716,13,13,1
C000523,Mr. CLINGER,House,PA,M,119863,0,0,0
C000621,Mr. COLEMAN,House,TX,M,77249,0,0,0
B000997,Mr. BRYANT of Texas,House,TX,M,73066,2,1,0
H000707,Mr. HOKE,House,OH,M,162329,15,12,0
P000259,Mr. PETERSON of Florida,House,FL,M,57213,17,10,0
Q000013,Mr. QUILLEN,House,TN,M,24681,11,10,0
C000377,Mr. CHRISTENSEN,House,NE,M,41109,1,2,0
V000112,Mr. VOLKMER,House,MO,M,142698,3,0,0
D000401,Mr. DOLE,Senate,KS,M,643398,13,14,1
H000343,Mr. HATFIELD,Senate,OR,M,261944,34,25,0
E000284,Mr. EXON,Senate,NE,M,364797,18,13,0
B001225,Mr. BRADLEY,Senate,NJ,M,202033,9,7,0
P000513,Mr. PRESSLER,Senate,SD,M,448310,8,5,0
F000348,Mr. FRANKS of Connecticut,House,CT,M,18601,4,4,0
C000634,Mrs. COLLINS of Illinois,House,IL,F,174267,5,6,0
C000385,Mr. CHRYSLER,House,MI,M,34364,8,8,0
T000314,Mr. TORKILDSEN,House,MA,M,38411,0,1,0
S000213,Mrs. SEASTRAND,House,CA,F,74146,1,1,0
M000865,Mr. MONTGOMERY,House,MS,M,82231,12,10,0
C000903,Mr. CREMEANS,House,OH,M,2593,0,0,0
Z000008,Mr. ZIMMER,House,NJ,M,25019,0,0,0
S000142,Mrs. SCHROEDER,House,CO,F,312979,12,8,0
O000108,Mr. ORTON,House,UT,M,67393,1,1,0
T000048,Mr. TATE,House,WA,M,36477,0,0,0
J000033,Mr. JACOBS,House,IN,M,48705,30,20,0
G000153,Mr. GIBBONS,House,FL,M,73827,2,1,0
Z000004,Mr. ZELIFF,House,NH,M,23153,1,1,0
B000318,Mr. BEILENSON,House,CA,M,164455,1,1,0
W000520,Mr. WILLIAMS,House,MT,M,54361,1,0,0
F000387,Mr. FRISA,House,NY,M,4093,0,0,0
F000110,Mr. FIELDS of Louisiana,House,LA,M,96187,12,10,0
M000794,Mr. MINETA,House,CA,M,72401,0,0,0
B000576,Mr. BLUTE,House,MA,M,24410,0,0,0
H000445,Mr. HEFLIN,Senate,AL,M,294428,27,15,1
K000017,Mrs. KASSEBAUM,Senate,KS,F,188299,11,7,0
B000919,Mr. BROWN,Senate,CO,M,194273,2,1,0
J000189,Mr. JOHNSTON,Senate,LA,M,196657,5,3,0
G000524,Mr. GUNDERSON,House,WI,M,63758,5,2,1
V000124,Mrs. VUCANOVICH,House,NV,F,41436,1,1,0
C000312,Mr. CHAPMAN,House,TX,M,12288,0,0,0
B000078,Mr. BAKER of California,House,CA,M,37821,7,6,0
L000431,Mr. LONGLEY,House,ME,M,50713,1,0,0
B001063,Mr. BUNN of Oregon,House,OR,M,13373,1,0,0
H000452,Mr. HEINEMAN,House,NC,M,25389,3,3,0
P000193,Mr. PELL,Senate,RI,M,235042,6,7,0
C000598,Mr. COHEN,Senate,ME,M,256805,13,10,0
S000429,Mr. SIMPSON,Senate,WY,M,343570,29,33,0
S000423,Mr. SIMON,Senate,IL,M,629602,91,58,0
P000556,Mr. PRYOR,Senate,AR,M,180503,10,2,0
T000405,Mr. TUCKER,House,CA,M,20038,6,6,0
N000171,Mr. NUNN,Senate,GA,M,399089,14,13,0
P000009,Mr. PACKWOOD,Senate,OR,M,66685,3,3,0
M000207,Mr. MARTINI,House,NJ,M,69233,6,5,0
F000426,Mr. FUNDERBURK,House,NC,M,48645,7,6,0
W000068,Mr. WALKER,House,PA,M,127418,0,2,0
M000926,Mr. MOORHEAD,House,CA,M,35967,1,1,0
T000113,Mr. TEJEDA,House,TX,M,16639,3,3,2
G000408,Mrs. WALDHOLTZ,House,UT,F,32419,0,0,0
H000390,Mr. HAYES,House,LA,M,23966,2,1,0
P000152,Mr. PAYNE of Virginia,House,VA,M,22774,0,0,0
C000737,Mr. COOLEY,House,OR,M,40196,0,0,0
B000817,Mr. BREWSTER,House,OK,M,10298,0,0,0
G000134,Mr. PETE GEREN of Texas,House,TX,M,18028,4,0,0
D000435,Mr. DORNAN,House,CA,M,563357,447,283,15
R000436,Mr. ROSE,House,NC,M,10544,3,2,0
C000633,Miss COLLINS of Michigan,House,MI,F,15540,2,0,0
W000139,Mr. WARD,House,KY,M,40465,3,4,0
W000570,Mr. WILSON,House,TX,M,17125,0,0,0
T000243,Mr. THORNTON,House,AR,M,9496,0,0,0
F000187,Mr. FLANAGAN,House,IL,M,26095,4,4,0
B000897,Mr. BROWDER,House,AL,M,16971,1,1,0
B000622,Mr. BONO,House,CA,M,12178,1,0,0
L000119,Mr. LAUGHLIN,House,TX,M,10274,2,1,0
M001130,Mr. MYERS of Indiana,House,IN,M,37755,1,1,0
J000187,Mr. JOHNSTON of Florida,House,FL,M,16527,0,1,0
F000261,Mr. FORD,House,TN,M,18205,0,0,0
L000305,Mr. LIGHTFOOT,House,IA,M,36939,1,1,0
M000684,Mrs. MEYERS of Kansas,House,KS,F,43426,0,0,0
S001040,Mr. STUDDS,House,MA,M,56269,19,17,0
B000431,Mr. BEVILL,House,AL,M,14596,2,2,0
H000151,Mr. HANCOCK,House,MO,M,14645,6,5,0
R000178,Mr. REYNOLDS,House,IL,M,139,0,0,0
F000351,Mr. FRAZER,House,VI,M,9628,4,3,0
F000438,Mrs. FRAHM,Senate,KS,F,5037,0,0,0
J000307,Mr. JAMES,House,MI,M,9151,0,0,0
C001133,Mr. CISCOMANI,House,AZ,M,8352,1,1,0
L000596,Mrs. LUNA,House,FL,F,6046,0,0,0
J000309,Mr. JACKSON of Illinois,House,IL,M,32941,15,7,0
D000594,Ms. DE LA CRUZ,House,TX,F,788,1,1,0
L000599,Mr. LAWLER,House,NY,M,27363,3,3,0
M001218,Mr. McCORMICK,House,GA,M,21527,7,7,0
C001129,Mr. COLLINS,House,GA,M,12501,0,0,0
M001216,Mr. MILLS,House,FL,M,8216,4,3,0
G000599,Mr. GOLDMAN of New York,House,NY,M,13690,0,0,0
S001221,Ms. SCHOLTEN,House,MI,F,7383,2,2,0
K000401,Mr. KILEY,House,CA,M,64561,0,0,0
W000828,Mr. WILLIAMS of New York,House,NY,M,7532,0,0,0
B001314,Mr. BEAN of Florida,House,FL,M,14606,4,2,0
B001318,Ms. BALINT,House,VT,F,11350,0,0,0
M001224,Mr. MORAN,House,TX,M,12011,11,7,0
P000620,Ms. PETTERSEN,House,CO,F,15836,5,0,0
S001223,Mrs. SYKES,House,OH,F,11351,3,2,0
D000530,Mr. DELUZIO,House,PA,M,3759,0,0,0
H001096,Ms. HAGEMAN,House,WY,F,26705,2,1,0
F000476,Mr. FROST,House,FL,M,9378,5,5,0
H001093,Mrs. HOUCHIN,House,IN,F,13208,1,1,0
K000400,Ms. KAMLAGER-DOVE,House,CA,F,21611,5,4,0
L000600,Mr. LANGWORTHY,House,NY,M,25506,6,6,0
M001226,Mr. MENENDEZ,House,NJ,M,5065,5,2,0
T000488,Mr. THANEDAR,House,MI,M,2544,0,0,0
N000194,Mr. NICKEL,House,NC,M,13372,0,0,0
S001225,Mr. SORENSEN,House,IL,M,3891,0,0,0
D000230,Mr. DAVIS of North Carolina,House,NC,M,13783,4,6,0
L000601,Mr. LANDSMAN,House,OH,M,5774,2,0,0
M001220,Mr. McGARVEY,House,KY,M,11220,0,0,0
O000175,Mr. OGLES,House,TN,M,26852,3,2,0
T000487,Ms. TOKUDA,House,HI,F,13687,0,0,0
N000193,Mr. NUNN,House,IA,M,8596,0,0,0
L000603,Mr. LUTTRELL,House,TX,M,3181,0,0,0
M001222,Mr. MILLER of Ohio,House,OH,M,9247,2,2,0
S001222,Mr. SANTOS,House,NY,M,21920,3,4,0
D000632,Mr. D'ESPOSITO,House,NY,M,13354,2,2,0
G000598,Mr. ROBERT GARCIA of California,House,CA,M,9947,1,1,0
L000598,Mr. LaLOTA,House,NY,M,3841,0,0,0
G000600,Ms. PEREZ,House,WA,F,9206,0,0,0
H001094,Ms. HOYLE of Oregon,House,OR,F,3904,0,0,0
S001226,Ms. SALINAS,House,OR,F,6751,0,0,0
M001223,Mr. MAGAZINER,House,RI,M,8476,0,2,0
V000136,Mr. VASQUEZ,House,NM,M,6606,1,1,0
M001221,Mr. MOLINARO,House,NY,M,10895,1,1,0
E000235,Mr. EZELL,House,MS,M,1464,0,0,0
J000308,Mr. JACKSON of North Carolina,House,NC,M,2304,0,0,0
A000379,Mr. ALFORD,House,MO,M,9968,9,9,0
B001315,Ms. BUDZINSKI,House,IL,F,3670,0,0,0
C001130,Ms. CROCKETT,House,TX,F,9015,5,5,0
K000399,Mrs. KIGGANS of Virginia,House,VA,F,11539,3,2,0
M001219,Mr. MOYLAN,House,GU,M,9806,8,7,0
C001135,Mrs. CHAVEZ-DeREMER,House,OR,F,1509,0,0,0
M001217,Mr. MOSKOWITZ,House,FL,M,6293,0,0,0
B001316,Mr. BURLISON,House,MO,M,9320,1,0,0
C001134,Ms. CARAVEO,House,CO,F,1507,0,0,0
C001131,Mr. CASAR,House,TX,M,3887,1,0,0
E000246,Mr. EDWARDS,House,NC,M,4920,1,1,0
I000058,Mr. IVEY,House,MD,M,6468,6,2,0
L000597,Ms. LEE of Florida,House,FL,F,3391,0,0,0
F000478,Mr. FRY,House,SC,M,5955,1,0,0
S001224,Mr. SELF,House,TX,M,7096,11,8,0
K000398,Mr. KEAN of New Jersey,House,NJ,M,3528,2,1,0
R000617,Mrs. RAMIREZ,House,IL,F,9306,2,2,0
D000633,Mr. DUARTE,House,CA,M,7684,0,0,0
M001227,Mrs. McCLELLAN,House,VA,F,9412,1,0,0
L000602,Ms. LEE of Pennsylvania,House,PA,F,6440,1,0,0
B001317,Mr. BRECHEEN,House,OK,M,7021,1,1,0
R000618,Mr. RICKETTS,Senate,NE,M,12998,3,4,0
S001220,Mr. STRONG,House,AL,M,3896,0,0,0
S001227,Mr. SCHMITT,Senate,MO,M,12496,6,7,0
C001132,Mr. CRANE,House,AZ,M,4946,0,0,0
M001225,Mr. MULLIN,House,CA,M,1849,0,0,0
V000137,Mr. VANCE,Senate,OH,M,10293,3,3,0
F000477,Mrs. FOUSHEE,House,NC,F,1123,0,0,0
H001095,Mr. HUNT,House,TX,M,1268,0,0,0
B001319,Mrs. BRITT,Senate,AL,F,1638,0,0,0
F000479,Mr. FETTERMAN,Senate,PA,M,271,0,0,0
A000380,Mr. AMO,House,RI,M,316,0,0,0
M001164,Mr. MAHONEY of Florida,House,FL,M,32163,5,4,0
D000606,Mr. DAVID DAVIS of Tennessee,House,TN,M,49267,17,12,2
S001167,Mr. SALI,House,ID,M,51678,50,34,9
B001258,Mrs. BOYDA of Kansas,House,KS,F,38316,17,15,2
C001073,Mr. CAZAYOUX,House,LA,M,4986,0,0,0
M001145,Ms. MAJETTE,House,GA,F,26382,8,7,0
B001249,Mr. BURNS,House,GA,M,44345,9,6,0
B001241,Mr. BELL,House,TX,M,24384,1,1,0
B001238,Mr. BALLANCE,House,NC,M,16909,4,1,0
J000286,Mr. JANKLOW,House,SD,M,6375,2,2,0
F000464,Mr. FASO,House,NY,M,37755,14,12,0
G000580,Mr. GARRETT,House,VA,M,47752,25,17,1
T000477,Mr. TAYLOR,House,VA,M,17611,7,6,0
L000587,Mr. LEWIS of Minnesota,House,MN,M,15467,1,1,0
K000390,Mr. KIHUEN,House,NV,M,22545,3,2,0
H001078,Mrs. HANDEL,House,GA,F,6226,4,4,0
S001202,Mr. STRANGE,Senate,AL,M,7639,3,1,0
J000303,Ms. JONES of Michigan,House,MI,F,1689,18,4,0
